 TIME KPER KSTP NULL ETww ETa NULL
    0.1000000000E+01         1         1         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.2000000000E+01         1         2         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.3000000000E+01         1         3         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.4000000000E+01         1         4         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.5000000000E+01         1         5         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.6000000000E+01         1         6         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.7000000000E+01         1         7         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.8000000000E+01         1         8         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.9000000000E+01         1         9         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1000000000E+02         1        10         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1100000000E+02         1        11         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1200000000E+02         1        12         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1300000000E+02         1        13         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1400000000E+02         1        14         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1500000000E+02         1        15         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1600000000E+02         1        16         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1700000000E+02         1        17         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1800000000E+02         1        18         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1900000000E+02         1        19         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.2000000000E+02         1        20         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.2100000000E+02         1        21         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.2200000000E+02         1        22         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.2300000000E+02         1        23         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.2400000000E+02         1        24         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.2500000000E+02         1        25         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.2600000000E+02         1        26         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.2700000000E+02         1        27         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.2800000000E+02         1        28         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.2900000000E+02         1        29         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.3000000000E+02         1        30         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.3100000000E+02         1        31         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.3200000000E+02         2         1         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.3300000000E+02         2         2         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.3400000000E+02         2         3         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.3500000000E+02         2         4         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.3600000000E+02         2         5         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.3700000000E+02         2         6         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.3800000000E+02         2         7         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.3900000000E+02         2         8         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.4000000000E+02         2         9         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.4100000000E+02         2        10         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.4200000000E+02         2        11         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.4300000000E+02         2        12         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.4400000000E+02         2        13         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.4500000000E+02         2        14         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.4600000000E+02         2        15         0    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
